ItemType	Code	Equiv1	Equiv2	*skillID	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	UICategory	RunewordCategory1	RunewordCategory2	Restricted
E424	E424			9445	id 149 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E425	E425			9446	id 149 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E426	E426			9447	id 149 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E427	E427			9448	id 149 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E428	E428			9449	id 149 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E429	E429			9450	id 149 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E430	E430			9451	id 149 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E431	E431			9452	id 149 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E432	E432			9453	id 149 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E433	E433			9454	id 149 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E434	E434			9455	id 149 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E435	E435			9456	id 149 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E436	E436			9457	id 149 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E437	E437			9458	id 149 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E438	E438			9459	id 149 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E439	E439			9460	id 149 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E440	E440			9461	id 149 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E441	E441			9462	id 149 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E442	E442			9463	id 149 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E443	E443			9464	id 149 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E444	E444			9465	id 149 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E445	E445			9466	id 149 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E446	E446			9467	id 149 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E447	E447			9468	id 149 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E448	E448			9469	id 149 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E449	E449			9470	id 149 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E450	E450			9471	id 149 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E451	E451			9472	id 149 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E452	E452			9473	id 149 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E453	E453			9474	id 149 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E454	E454			9475	id 149 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E455	E455			9476	id 149 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E456	E456			9477	id 149 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E457	E457			9478	id 149 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E458	E458			9479	id 149 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E459	E459			9480	id 149 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E460	E460			9481	id 149 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E461	E461			9482	id 149 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E462	E462			9483	id 149 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E463	E463			9484	id 149 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E464	E464			9485	id 149 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E465	E465			9486	id 149 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E466	E466			9487	id 149 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E467	E467			9488	id 149 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E468	E468			9489	id 149 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E469	E469			9490	id 149 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E470	E470			9491	id 149 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E471	E471			9492	id 149 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E472	E472			9493	id 149 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E473	E473			9494	id 149 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E474	E474			9495	id 149 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E475	E475			9496	id 149 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E476	E476			9497	id 149 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E477	E477			9498	id 149 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E478	E478			9499	id 149 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E479	E479			9500	id 149 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E480	E480			9501	id 149 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E481	E481			9502	id 149 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E482	E482			9503	id 149 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E483	E483			9504	id 149 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E484	E484			9505	id 149 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E485	E485			9506	id 149 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E486	E486			9507	id 150 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E487	E487			9508	id 150 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E488	E488			9509	id 150 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E489	E489			9510	id 150 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E490	E490			9511	id 150 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E491	E491			9512	id 150 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E492	E492			9513	id 150 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E493	E493			9514	id 150 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E494	E494			9515	id 150 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E495	E495			9516	id 150 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E496	E496			9517	id 150 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E497	E497			9518	id 150 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E498	E498			9519	id 150 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E499	E499			9520	id 150 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E500	E500			9521	id 150 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E501	E501			9522	id 150 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E502	E502			9523	id 150 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E503	E503			9524	id 150 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E504	E504			9525	id 150 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E505	E505			9526	id 150 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E506	E506			9527	id 150 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E507	E507			9528	id 150 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E508	E508			9529	id 150 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E509	E509			9530	id 150 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E510	E510			9531	id 150 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E511	E511			9532	id 150 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E512	E512			9533	id 150 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E513	E513			9534	id 150 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E514	E514			9535	id 150 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E515	E515			9536	id 150 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E516	E516			9537	id 150 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E517	E517			9538	id 150 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E518	E518			9539	id 150 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E519	E519			9540	id 150 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E520	E520			9541	id 150 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E521	E521			9542	id 150 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E522	E522			9543	id 150 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E523	E523			9544	id 150 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E524	E524			9545	id 150 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E525	E525			9546	id 150 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E526	E526			9547	id 150 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E527	E527			9548	id 150 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E528	E528			9549	id 150 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E529	E529			9550	id 150 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E530	E530			9551	id 150 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E531	E531			9552	id 150 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E532	E532			9553	id 150 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E533	E533			9554	id 150 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E534	E534			9555	id 150 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E535	E535			9556	id 150 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E536	E536			9557	id 150 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E537	E537			9558	id 150 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E538	E538			9559	id 150 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E539	E539			9560	id 150 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E540	E540			9561	id 150 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E541	E541			9562	id 150 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E542	E542			9563	id 150 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E543	E543			9564	id 150 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E544	E544			9565	id 150 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E545	E545			9566	id 150 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E546	E546			9567	id 150 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E547	E547			9568	id 150 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E548	E548			9569	id 150 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E549	E549			9570	id 150 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E550	E550			9571	id 151 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E551	E551			9572	id 151 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E552	E552			9573	id 151 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E553	E553			9574	id 151 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E554	E554			9575	id 151 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E555	E555			9576	id 151 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E556	E556			9577	id 151 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E557	E557			9578	id 151 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E558	E558			9579	id 151 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E559	E559			9580	id 151 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E560	E560			9581	id 151 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E561	E561			9582	id 151 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E562	E562			9583	id 151 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E563	E563			9584	id 151 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E564	E564			9585	id 151 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E565	E565			9586	id 151 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E566	E566			9587	id 151 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E567	E567			9588	id 151 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E568	E568			9589	id 151 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E569	E569			9590	id 151 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E570	E570			9591	id 151 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E571	E571			9592	id 151 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E572	E572			9593	id 151 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E573	E573			9594	id 151 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E574	E574			9595	id 151 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E575	E575			9596	id 151 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E576	E576			9597	id 151 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E577	E577			9598	id 151 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E578	E578			9599	id 151 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E579	E579			9600	id 151 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E580	E580			9601	id 151 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E581	E581			9602	id 151 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E582	E582			9603	id 151 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E583	E583			9604	id 151 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E584	E584			9605	id 151 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E585	E585			9606	id 151 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E586	E586			9607	id 151 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E587	E587			9608	id 151 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E588	E588			9609	id 151 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E589	E589			9610	id 151 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E590	E590			9611	id 151 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E591	E591			9612	id 151 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E592	E592			9613	id 151 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E593	E593			9614	id 151 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E594	E594			9615	id 151 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E595	E595			9616	id 151 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E596	E596			9617	id 151 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E597	E597			9618	id 151 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E598	E598			9619	id 151 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E599	E599			9620	id 151 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E600	E600			9621	id 151 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E601	E601			9622	id 151 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E602	E602			9623	id 151 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E603	E603			9624	id 151 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E604	E604			9625	id 151 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E605	E605			9626	id 151 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E606	E606			9627	id 151 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E607	E607			9628	id 151 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E608	E608			9629	id 151 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E609	E609			9630	id 151 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E610	E610			9631	id 151 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E611	E611			9632	id 151 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E612	E612			9633	id 151 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E613	E613			9634	id 151 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E614	E614			9635	id 152 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E615	E615			9636	id 152 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E616	E616			9637	id 152 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E617	E617			9638	id 152 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E618	E618			9639	id 152 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E619	E619			9640	id 152 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E620	E620			9641	id 152 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E621	E621			9642	id 152 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E622	E622			9643	id 152 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E623	E623			9644	id 152 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E624	E624			9645	id 152 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E625	E625			9646	id 152 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E626	E626			9647	id 152 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E627	E627			9648	id 152 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E628	E628			9649	id 152 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E629	E629			9650	id 152 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E630	E630			9651	id 152 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E631	E631			9652	id 152 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E632	E632			9653	id 152 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E633	E633			9654	id 152 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E634	E634			9655	id 152 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E635	E635			9656	id 152 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E636	E636			9657	id 152 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E637	E637			9658	id 152 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E638	E638			9659	id 152 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E639	E639			9660	id 152 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E640	E640			9661	id 152 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E641	E641			9662	id 152 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E642	E642			9663	id 152 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E643	E643			9664	id 152 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E644	E644			9665	id 152 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E645	E645			9666	id 152 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E646	E646			9667	id 152 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E647	E647			9668	id 152 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E648	E648			9669	id 152 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E649	E649			9670	id 152 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E650	E650			9671	id 152 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E651	E651			9672	id 152 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E652	E652			9673	id 152 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E653	E653			9674	id 152 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E654	E654			9675	id 152 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E655	E655			9676	id 152 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E656	E656			9677	id 152 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E657	E657			9678	id 152 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E658	E658			9679	id 152 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E659	E659			9680	id 152 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E660	E660			9681	id 152 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E661	E661			9682	id 152 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E662	E662			9683	id 152 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E663	E663			9684	id 152 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E664	E664			9685	id 152 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E665	E665			9686	id 152 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E666	E666			9687	id 152 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E667	E667			9688	id 152 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E668	E668			9689	id 152 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E669	E669			9690	id 152 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E670	E670			9691	id 152 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E671	E671			9692	id 152 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
E672	E672			9693	id 152 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
